Time,CH1,CH2
0.02750027,0.028,-0.002
0.027600272,0.026,-0.006
0.027700271,0.026,-0.006
0.027800273,0.026,-0.006
0.027900275,0.024,-0.004
0.028000275,0.028,-0.002
0.028100276,0.024,-0.004
0.028200278,0.030000001,-0.002
0.028300278,0.030000001,-0.002
0.02840028,0.022000002,-0.008
0.02850028,0.036000002,0.0
0.028600281,0.024,-0.006
0.028700283,0.024,-0.004
0.028800283,0.026,-0.006
0.028900284,0.024,-0.006
0.029000286,0.024,-0.004
0.029100286,0.024,-0.006
0.029200288,0.028,-0.004
0.029300287,0.028,-0.004
0.029400289,0.024,-0.006
0.02950029,0.024,-0.008
0.02960029,0.026,-0.004
0.029700292,0.022000002,-0.006
0.029800292,0.026,-0.004
0.029900294,0.022000002,-0.006
0.030000295,0.030000001,-0.002
0.030100295,0.014,-0.008
0.030200297,0.024,-0.006
0.030300299,0.024,-0.006
0.030400299,0.024,-0.004
0.0305003,0.020000001,-0.010000001
0.0306003,0.026,-0.004
0.030700302,0.028,-0.004
0.030800303,0.028,-0.004
0.030900303,0.024,-0.008
0.031000305,0.024,-0.006
0.031100307,0.022000002,-0.008
0.031200306,0.024,-0.004
0.031300306,0.022000002,-0.008
0.031400308,0.026,-0.004
0.03150031,0.026,-0.004
0.03160031,0.022000002,-0.006
0.031700313,0.024,-0.006
0.03180031,0.022000002,-0.006
0.031900313,0.026,-0.004
0.032000314,0.026,-0.004
0.032100316,0.024,-0.006
0.032200318,0.026,-0.006
0.032300316,0.022000002,-0.008
0.032400317,0.022000002,-0.004
0.03250032,0.024,-0.006
0.03260032,0.024,-0.006
0.032700323,0.024,-0.006
0.032800324,0.024,-0.006
0.032900322,0.024,-0.006
0.033000324,0.026,-0.006
0.033100326,0.024,-0.006
0.033200327,0.026,-0.006
0.03330033,0.022000002,-0.006
0.033400327,0.024,-0.004
0.03350033,0.026,-0.006
0.03360033,0.022000002,-0.006
0.033700332,0.024,-0.008
0.033800334,0.022000002,-0.006
0.03390033,0.018000001,-0.010000001
0.034000333,0.026,-0.008
0.034100335,0.024,-0.006
0.034200337,0.026,-0.006
0.03430034,0.022000002,-0.006
0.034400336,0.026,-0.006
0.034500338,0.022000002,-0.008
0.03460034,0.024,-0.006
0.03470034,0.024,-0.006
0.034800343,0.022000002,-0.006
0.034900345,0.022000002,-0.010000001
0.035000343,0.022000002,-0.008
0.035100345,0.022000002,-0.004
0.035200346,0.026,-0.004
0.035300348,0.024,-0.006
0.03540035,0.024,-0.006
0.035500348,0.022000002,-0.008
0.03560035,0.024,-0.004
0.03570035,0.022000002,-0.006
0.035800353,0.026,-0.004
0.035900354,0.024,-0.006
0.036000352,0.024,-0.004
0.036100354,0.026,-0.006
0.036200356,0.022000002,-0.006
0.036300357,0.024,-0.004
0.03640036,0.026,-0.006
0.036500357,0.024,-0.008
0.03660036,0.024,-0.008
0.03670036,0.022000002,-0.006
0.036800362,0.022000002,-0.004
0.036900364,0.022000002,-0.006
0.037000366,0.022000002,-0.008
0.037100364,0.024,-0.004
0.037200365,0.024,-0.006
0.037300367,0.024,-0.006
0.03740037,0.022000002,-0.004
0.03750037,-0.256,-0.256
0.03760037,-0.066,-0.102000006
0.03770037,-0.004,-0.038000003
0.03780037,0.016,-0.016
0.037900373,0.020000001,-0.010000001
0.038000375,0.022000002,-0.010000001
0.038100373,0.020000001,-0.008
0.038200375,0.020000001,-0.008
0.038300376,0.020000001,-0.008
0.038400378,0.022000002,-0.008
0.03850038,0.024,-0.008
0.038600378,0.018000001,-0.010000001
0.03870038,0.022000002,-0.004
0.03880038,0.020000001,-0.010000001
0.038900383,0.022000002,-0.008
0.039000385,0.024,-0.004
0.039100386,0.030000001,-0.002
0.039200384,0.020000001,-0.004
0.039300386,0.020000001,-0.008
0.039400388,0.022000002,-0.006
0.03950039,0.024,-0.008
0.03960039,0.022000002,-0.008
0.03970039,0.024,-0.006
0.03980039,0.024,-0.002
0.039900392,0.020000001,-0.010000001
0.040000394,0.020000001,-0.010000001
0.040100396,0.024,-0.006
0.040200394,0.024,-0.004
0.040300395,0.024,-0.006
0.040400397,0.028,-0.004
0.0405004,0.020000001,-0.008
0.0406004,0.020000001,-0.010000001
0.0407004,0.020000001,-0.008
0.0408004,0.028,-0.006
0.0409004,0.030000001,0.0
0.041000403,0.054,0.018000001
0.041100405,0.030000001,-0.002
0.041200407,0.026,-0.002
0.041300405,0.024,-0.004
0.041400407,0.020000001,-0.008
0.04150041,0.024,-0.004
0.04160041,0.022000002,-0.004
0.04170041,0.024,-0.002
0.04180041,0.022000002,-0.008
0.04190041,0.022000002,-0.004
0.042000413,0.024,-0.004
0.042100415,0.022000002,-0.006
0.042200416,0.024,-0.002
0.042300414,0.024,-0.004
0.042400416,0.026,-0.006
0.042500418,0.024,-0.004
0.04260042,0.022000002,-0.004
0.04270042,0.024,-0.006
0.04280042,0.022000002,-0.008
0.04290042,0.016,-0.014
0.043000422,0.022000002,-0.008
0.043100424,0.024,-0.004
0.043200426,0.022000002,-0.006
0.043300427,0.026,0.0
0.043400425,0.024,-0.004
0.043500427,0.024,-0.006
0.04360043,0.022000002,-0.004
0.04370043,0.022000002,-0.004
0.043800432,0.024,-0.004
0.04390043,0.022000002,-0.006
0.044000432,0.022000002,-0.004
0.044100434,0.022000002,-0.006
0.044200435,0.022000002,-0.008
0.044300437,0.030000001,0.0
0.044400435,0.022000002,-0.006
0.044500437,0.024,-0.004
0.04460044,0.024,-0.004
0.04470044,0.024,-0.004
0.04480044,0.020000001,-0.006
0.04490044,0.022000002,-0.006
0.04500044,0.024,-0.004
0.045100443,0.022000002,-0.006
0.045200445,0.024,-0.004
0.045300446,0.024,-0.004
0.04540045,0.024,-0.004
0.045500446,0.022000002,-0.006
0.045600448,0.022000002,-0.006
0.04570045,0.024,-0.006
0.04580045,0.024,-0.004
0.045900453,0.024,-0.004
0.04600045,0.020000001,-0.006
0.046100453,0.024,-0.006
0.046200454,0.024,-0.006
0.046300456,0.022000002,-0.006
0.046400458,0.022000002,-0.004
0.046500456,0.024,-0.004
0.046600457,0.024,-0.002
0.04670046,0.020000001,-0.006
0.04680046,0.026,-0.004
0.046900462,0.022000002,-0.004
0.04700046,0.020000001,-0.012
0.047100462,0.022000002,-0.004
0.047200464,0.024,-0.004
0.047300465,0.024,-0.006
0.047400467,0.026,-0.002
0.04750047,0.024,-0.004
0.047600467,0.024,-0.004
0.04770047,0.024,-0.002
0.04780047,0.022000002,-0.004
0.04790047,0.024,-0.006
0.048000474,0.024,-0.004
0.04810047,0.024,-0.006
0.048200473,0.024,-0.006
0.048300475,0.026,-0.004
0.048400477,0.026,-0.004
0.04850048,0.022000002,-0.004
0.048600476,0.024,-0.002
0.048700478,0.024,-0.004
0.04880048,0.022000002,-0.006
0.04890048,0.024,-0.002
0.049000483,0.024,-0.004
0.04910048,0.022000002,-0.004
0.049200483,0.020000001,-0.006
0.049300484,0.022000002,-0.004
0.049400486,0.022000002,-0.004
0.049500488,0.022000002,-0.004
0.04960049,0.024,-0.004
0.049700487,0.018000001,-0.008
0.04980049,0.024,-0.004
0.04990049,0.022000002,-0.006
0.050000492,0.022000002,-0.006
0.050100494,0.020000001,-0.006
0.050200492,0.030000001,0.002
0.050300494,0.030000001,0.004
0.050400496,0.020000001,-0.008
0.050500497,0.024,-0.004
0.0506005,0.022000002,-0.006
0.050700497,0.022000002,-0.006
0.0508005,0.020000001,-0.006
0.0509005,0.024,-0.004
0.051000502,0.022000002,-0.006
0.051100504,0.024,-0.004
0.0512005,0.020000001,-0.006
0.051300503,0.020000001,-0.006
0.051400505,0.022000002,-0.004
0.051500507,0.024,-0.004
0.05160051,0.030000001,-0.002
0.05170051,0.010000001,-0.018000001
0.051800508,0.022000002,-0.006
0.05190051,0.022000002,-0.006
0.05200051,0.014,-0.008
0.052100513,0.022000002,-0.006
0.052200515,0.024,-0.008
0.052300513,0.022000002,-0.006
0.052400514,0.020000001,-0.006
0.052500516,0.020000001,-0.008
0.052600518,0.022000002,-0.006
0.05270052,0.024,-0.002
0.052800518,0.016,-0.020000001
0.05290052,0.022000002,-0.006
0.05300052,0.022000002,-0.006
0.053100523,0.020000001,-0.006
0.053200524,0.022000002,-0.006
0.053300522,0.020000001,-0.008
0.053400524,0.024,-0.004
0.053500526,0.022000002,-0.004
0.053600527,0.022000002,-0.004
0.05370053,0.022000002,-0.014
0.05380053,0.020000001,-0.006
0.05390053,0.024,-0.004
0.05400053,0.020000001,-0.004
0.054100532,0.022000002,-0.002
0.054200534,0.022000002,-0.006
0.054300535,0.022000002,-0.004
0.054400533,0.022000002,-0.006
0.054500535,0.022000002,-0.006
0.054600537,0.024,-0.002
0.05470054,0.010000001,-0.012
0.05480054,0.022000002,-0.006
0.05490054,0.018000001,-0.006
0.05500054,0.022000002,-0.004
0.05510054,0.020000001,-0.006
0.055200543,0.018000001,-0.008
0.055300545,0.022000002,-0.004
0.055400543,0.020000001,-0.006
0.055500545,0.022000002,-0.004
0.055600546,0.022000002,-0.004
0.055700548,0.022000002,-0.006
0.05580055,0.030000001,0.002
0.05590055,0.022000002,-0.006
0.05600055,0.022000002,-0.004
0.05610055,0.020000001,-0.006
0.056200553,0.022000002,-0.004
0.056300554,0.020000001,-0.006
0.056400556,0.020000001,-0.006
0.056500554,0.014,-0.008
0.056600556,0.022000002,-0.006
0.056700557,0.024,-0.002
0.05680056,0.020000001,-0.006
0.05690056,0.022000002,-0.006
0.05700056,0.020000001,-0.008
0.05710056,0.022000002,-0.006
0.057200562,0.018000001,-0.006
0.057300564,0.018000001,-0.006
0.057400566,0.020000001,-0.006
0.057500564,0.016,-0.006
0.057600565,0.022000002,-0.006
0.057700567,0.018000001,-0.008
0.05780057,0.022000002,-0.004
0.05790057,0.016,-0.014
0.058000572,0.022000002,-0.002
0.05810057,0.018000001,-0.006
0.05820057,0.020000001,-0.004
0.058300573,0.022000002,-0.006
0.058400575,0.016,-0.006
0.058500577,0.014,-0.018000001
0.058600575,0.020000001,-0.008
0.058700576,0.020000001,-0.006
0.058800578,0.022000002,-0.006
0.05890058,0.022000002,-0.008
0.05900058,0.016,-0.010000001
0.05910058,0.020000001,-0.004
0.05920058,0.022000002,-0.006
0.059300583,0.020000001,-0.006
0.059400585,0.022000002,-0.004
0.059500586,0.020000001,-0.006
0.059600584,0.020000001,-0.006
0.059700586,0.022000002,-0.004
0.059800588,0.014,-0.010000001
0.05990059,0.014,-0.010000001
0.06000059,0.036000002,0.010000001
0.060100593,0.020000001,-0.006
0.06020059,0.022000002,-0.006
0.060300592,0.022000002,-0.004
0.060400594,0.020000001,-0.004
0.060500596,0.028,0.002
0.060600597,0.016,-0.008
0.060700595,0.020000001,-0.006
0.060800597,0.026,0.0
0.0609006,0.022000002,0.008
0.0610006,0.024,-0.002
0.061100602,0.016,-0.008
0.0612006,0.022000002,-0.004
0.0613006,0.020000001,-0.006
0.061400604,0.020000001,-0.004
0.061500605,0.024,-0.002
0.061600607,0.022000002,-0.004
0.061700605,0.024,-0.004
0.061800607,0.022000002,-0.004
0.06190061,0.022000002,-0.004
0.06200061,0.016,-0.008
0.06210061,0.022000002,-0.004
0.062200613,0.022000002,-0.006
0.06230061,0.022000002,-0.004
0.062400613,0.020000001,-0.002
0.06250061,0.020000001,-0.006
0.06260061,0.022000002,-0.002
0.062700614,0.020000001,-0.006
0.062800616,0.022000002,-0.006
0.06290062,0.022000002,-0.002
0.06300062,0.020000001,-0.004
0.06310062,0.026,-0.006
0.06320062,0.022000002,-0.002
0.063300624,0.022000002,-0.002
0.063400626,0.020000001,-0.004
0.06350063,0.022000002,-0.004
0.06360062,0.020000001,-0.004
0.063700624,0.020000001,-0.006
0.063800626,0.020000001,-0.006
0.06390063,0.022000002,-0.004
0.06400063,0.032,0.0
0.06410063,0.018000001,-0.006
0.06420063,0.022000002,-0.006
0.064300634,0.020000001,-0.008
0.064400636,0.022000002,-0.004
0.06450064,0.022000002,-0.004
0.06460063,0.016,-0.006
0.06470063,0.016,-0.008
0.064800635,0.020000001,-0.006
0.06490064,0.022000002,-0.002
0.06500064,0.018000001,-0.004
0.06510064,0.022000002,-0.006
0.06520064,0.020000001,-0.004
0.06530064,0.022000002,-0.006
0.065400645,0.016,-0.008
0.06550065,0.022000002,-0.006
0.06560065,0.022000002,-0.002
0.06570064,0.022000002,-0.002
0.065800644,0.022000002,-0.004
0.065900646,0.022000002,-0.006
0.06600065,0.022000002,-0.004
0.06610065,0.020000001,-0.004
0.06620065,0.022000002,-0.002
0.06630065,0.016,-0.006
0.066400655,0.020000001,-0.002
0.06650066,0.014,-0.010000001
0.06660066,0.018000001,-0.006
0.06670065,0.020000001,-0.004
0.066800654,0.022000002,-0.004
0.066900656,0.024,-0.002
0.06700066,0.020000001,-0.002
0.06710066,0.020000001,-0.004
0.06720066,0.024,-0.002
0.06730066,0.022000002,-0.002
0.067400664,0.022000002,-0.002
0.067500666,0.022000002,-0.004
0.06760067,0.022000002,-0.002
0.06770067,0.020000001,-0.004
0.06780066,0.020000001,-0.002
0.067900665,0.022000002,-0.004
0.06800067,0.020000001,-0.004
0.06810067,0.020000001,-0.010000001
0.06820067,0.020000001,-0.006
0.06830067,0.022000002,-0.002
0.06840067,0.026,0.0
0.068500675,0.022000002,-0.006
0.06860068,0.022000002,-0.006
0.06870068,0.022000002,-0.002
0.06880067,0.028,0.004
0.068900675,0.022000002,-0.004
0.069000676,0.020000001,-0.006
0.06910068,0.020000001,-0.006
0.06920068,0.022000002,-0.002
0.06930068,0.020000001,-0.004
0.06940068,0.020000001,-0.006
0.069500685,0.018000001,-0.006
0.06960069,0.022000002,-0.004
0.06970069,0.020000001,-0.006
0.06980069,0.020000001,-0.004
0.069900684,0.022000002,-0.004
0.070000686,0.020000001,-0.006
0.07010069,0.022000002,-0.004
0.07020069,0.022000002,-0.004
0.07030069,0.016,-0.006
0.07040069,0.020000001,-0.006
0.070500694,0.020000001,-0.004
0.070600696,0.020000001,-0.006
0.0707007,0.016,-0.008
0.0708007,0.020000001,-0.006
0.07090069,0.016,-0.006
0.071000695,0.024,-0.004
0.0711007,0.020000001,-0.004
0.0712007,0.020000001,-0.006
0.0713007,0.018000001,-0.004
0.0714007,0.020000001,-0.006
0.0715007,0.020000001,-0.006
0.071600705,0.018000001,-0.008
0.07170071,0.024,-0.002
0.07180071,0.020000001,-0.006
0.07190071,0.018000001,-0.006
0.072000705,0.020000001,-0.002
0.07210071,0.020000001,-0.004
0.07220071,0.022000002,-0.004
0.07230071,0.020000001,-0.004
0.07240071,0.020000001,-0.004
0.07250071,0.018000001,-0.004
0.072600715,0.020000001,-0.006
0.07270072,0.020000001,-0.008
0.07280072,0.024,-0.004
0.07290072,0.020000001,-0.004
0.073000714,0.018000001,-0.008
0.073100716,0.020000001,-0.004
0.07320072,0.020000001,-0.006
0.07330072,0.022000002,-0.004
0.07340072,0.020000001,-0.006
0.07350072,0.020000001,-0.004
0.073600724,0.022000002,-0.004
0.073700726,0.020000001,-0.006
0.07380073,0.020000001,-0.004
0.07390073,0.018000001,-0.006
0.07400073,0.020000001,-0.006
0.074100725,0.018000001,-0.004
0.07420073,0.018000001,-0.006
0.07430073,0.022000002,-0.004
0.07440073,0.020000001,-0.004
0.07450073,0.022000002,-0.002
0.074600734,0.020000001,-0.006
0.074700736,0.016,-0.008
0.07480074,0.020000001,-0.006
0.07490074,0.022000002,-0.006
0.07500074,0.014,-0.010000001
0.075100735,0.020000001,-0.004
0.07520074,0.018000001,-0.006
0.07530074,0.018000001,-0.006
0.07540074,0.020000001,-0.004
0.07550074,0.020000001,-0.004
0.07560074,0.020000001,-0.002
0.075700745,0.020000001,-0.004
0.07580075,0.020000001,-0.004
0.07590075,0.020000001,-0.004
0.07600075,0.020000001,-0.004
0.07610075,0.022000002,-0.004
0.076200746,0.020000001,-0.004
0.07630075,0.022000002,-0.004
0.07640075,0.020000001,-0.004
0.07650075,0.020000001,-0.004
0.07660075,0.020000001,-0.002
0.076700754,0.016,-0.004
0.076800756,0.022000002,-0.002
0.07690076,0.016,-0.006
0.07700076,0.020000001,-0.004
0.07710076,0.014,-0.006
0.077200755,0.018000001,-0.004
0.07730076,0.018000001,-0.004
0.07740076,0.014,-0.008
0.07750076,0.020000001,-0.004
0.07760076,0.018000001,-0.006
0.077700764,0.020000001,-0.004
0.077800766,0.020000001,-0.006
0.07790077,0.022000002,-0.006
0.07800077,0.018000001,-0.006
0.07810077,0.016,-0.008
0.07820077,0.020000001,-0.004
0.07830077,0.016,-0.006
0.07840077,0.020000001,-0.002
0.07850077,0.016,-0.006
0.07860077,0.018000001,-0.004
0.07870077,0.020000001,-0.004
0.078800775,0.016,-0.006
0.07890078,0.020000001,-0.006
0.07900078,0.014,-0.008
0.07910078,0.020000001,-0.006
0.07920078,0.022000002,-0.004
0.079300776,0.020000001,-0.004
0.07940078,0.020000001,-0.004
0.07950078,0.020000001,-0.004
0.07960078,0.020000001,-0.006
0.07970078,0.014,-0.006
0.079800785,0.026,0.0
0.07990079,0.020000001,-0.004
0.08000079,0.022000002,-0.002
0.08010079,0.020000001,-0.004
0.08020079,0.020000001,-0.004
0.08030079,0.022000002,-0.002
0.08040079,0.020000001,-0.004
0.08050079,0.020000001,-0.006
0.08060079,0.018000001,-0.006
0.08070079,0.022000002,0.0
0.080800794,0.024,-0.002
0.080900796,0.014,-0.006
0.0810008,0.022000002,-0.004
0.0811008,0.020000001,-0.002
0.0812008,0.024,-0.002
0.0813008,0.020000001,-0.002
0.0814008,0.018000001,-0.004
0.0815008,0.022000002,0.0
0.0816008,0.020000001,-0.002
0.0817008,0.022000002,-0.002
0.0818008,0.016,-0.006
0.081900805,0.022000002,-0.002
0.08200081,0.016,-0.004
0.08210081,0.022000002,-0.002
0.08220081,0.020000001,-0.008
0.08230081,0.020000001,-0.004
0.08240081,0.022000002,-0.002
0.08250081,0.020000001,-0.004
0.08260081,0.014,-0.002
0.08270081,0.024,0.0
0.08280081,0.020000001,-0.002
0.082900815,0.020000001,-0.002
0.08300082,0.022000002,-0.002
0.08310082,0.020000001,-0.004
0.08320082,0.018000001,-0.004
0.08330082,0.020000001,-0.002
0.08340082,0.018000001,-0.004
0.08350082,0.022000002,-0.002
0.08360082,0.020000001,-0.004
0.08370082,0.022000002,-0.002
0.08380082,0.016,-0.008
0.083900824,0.018000001,-0.002
0.084000826,0.022000002,-0.002
0.08410083,0.018000001,-0.004
0.08420083,0.022000002,-0.002
0.08430083,0.020000001,-0.002
0.08440083,0.024,0.0
0.084500834,0.020000001,-0.002
0.08460083,0.020000001,-0.004
0.08470083,0.020000001,-0.004
0.08480083,0.020000001,-0.002
0.08490083,0.020000001,-0.004
0.085000835,0.010000001,-0.014
0.08510084,0.020000001,-0.002
0.08520084,0.020000001,-0.002
0.08530084,0.020000001,-0.004
0.08540084,0.020000001,-0.002
0.085500844,0.020000001,-0.004
0.08560084,0.020000001,-0.002
0.08570084,0.018000001,-0.004
0.08580084,0.020000001,-0.006
0.08590084,0.020000001,-0.002
0.086000845,0.020000001,-0.004
0.08610085,0.020000001,-0.004
0.08620085,0.016,-0.004
0.08630085,0.016,-0.002
0.08640085,0.022000002,-0.002
0.08650085,0.018000001,-0.006
0.086600855,0.022000002,-0.004
0.08670085,0.020000001,-0.004
