Time,CH1,CH2
0.0,-0.148,0.022000002
0.00010000098,-0.148,0.022000002
0.00020000196,-0.148,0.022000002
0.00030000295,-0.14600001,0.022000002
0.00040000392,-0.148,0.022000002
0.0005000049,-0.14600001,0.024
0.0006000059,-0.15,0.024
0.00070000684,-0.148,0.024
0.00080000784,-0.14600001,0.022000002
0.00090000883,-0.15200001,0.022000002
0.0010000098,-0.15,0.022000002
0.0011000108,-0.148,0.024
0.0012000118,-0.15200001,0.022000002
0.0013000128,-0.148,0.024
0.0014000137,-0.15,0.022000002
0.0015000147,-0.15,0.022000002
0.0016000157,-0.15,0.024
0.0017000167,-0.15,0.024
0.0018000177,-0.14400001,0.024
0.0019000187,-0.148,0.022000002
0.0020000197,-0.15,0.022000002
0.0021000206,-0.15,0.022000002
0.0022000216,-0.148,0.022000002
0.0023000226,-0.15,0.022000002
0.0024000236,-0.15200001,0.022000002
0.0025000246,-0.148,0.024
0.0026000256,-0.15,0.022000002
0.0027000266,-0.15200001,0.024
0.0028000274,-0.15,0.026
0.0029000284,-0.15200001,0.024
0.0030000294,-0.15200001,0.022000002
0.0031000304,-0.15400001,0.022000002
0.0032000314,-0.15,0.022000002
0.0033000323,-0.15200001,0.024
0.0034000333,-0.14400001,0.024
0.0035000343,-0.15200001,0.022000002
0.0036000353,-0.15400001,0.022000002
0.0037000363,-0.15200001,0.022000002
0.0038000373,-0.15200001,0.022000002
0.0039000383,-0.15200001,0.022000002
0.0040000393,-0.15200001,0.022000002
0.00410004,-0.15200001,0.022000002
0.0042000413,-0.148,0.026
0.004300042,-0.15200001,0.022000002
0.0044000433,-0.15,0.022000002
0.004500044,-0.156,0.022000002
0.0046000453,-0.15200001,0.024
0.004700046,-0.15,0.024
0.0048000473,-0.156,0.022000002
0.004900048,-0.15200001,0.022000002
0.0050000492,-0.14,0.026
0.00510005,-0.15400001,0.024
0.0052000512,-0.15400001,0.022000002
0.005300052,-0.15200001,0.024
0.005400053,-0.15400001,0.022000002
0.005500054,-0.15400001,0.024
0.0056000547,-0.15200001,0.024
0.005700056,-0.162,0.014
0.0058000567,-0.156,0.022000002
0.005900058,-0.15400001,0.024
0.0060000587,-0.15400001,0.022000002
0.00610006,-0.158,0.018000001
0.0062000607,-0.15400001,0.024
0.006300062,-0.156,0.022000002
0.0064000627,-0.15400001,0.022000002
0.006500064,-0.15400001,0.024
0.0066000647,-0.156,0.022000002
0.006700066,-0.156,0.020000001
0.0068000667,-0.15400001,0.022000002
0.006900068,-0.156,0.020000001
0.0070000687,-0.156,0.020000001
0.00710007,-0.15400001,0.022000002
0.0072000707,-0.158,0.022000002
0.007300072,-0.156,0.020000001
0.0074000726,-0.15400001,0.020000001
0.0075000734,-0.15200001,0.024
0.0076000746,-0.15400001,0.024
0.0077000754,-0.158,0.022000002
0.0078000766,-0.158,0.022000002
0.007900078,-0.156,0.022000002
0.008000079,-0.15400001,0.022000002
0.008100079,-0.15400001,0.024
0.00820008,-0.156,0.022000002
0.008300082,-0.156,0.022000002
0.008400083,-0.158,0.020000001
0.008500083,-0.16000001,0.020000001
0.008600084,-0.156,0.024
0.008700086,-0.16000001,0.022000002
0.008800087,-0.18,0.002
0.008900087,-0.16800001,0.012
0.009000088,-0.16000001,0.020000001
0.00910009,-0.158,0.022000002
0.009200091,-0.162,0.020000001
0.009300091,-0.162,0.020000001
0.009400092,-0.158,0.022000002
0.009500093,-0.158,0.020000001
0.0096000945,-0.16000001,0.020000001
0.009700095,-0.158,0.022000002
0.009800096,-0.16000001,0.020000001
0.009900097,-0.162,0.020000001
0.0100000985,-0.162,0.020000001
0.010100099,-0.162,0.020000001
0.0102001,-0.162,0.020000001
0.010300101,-0.16000001,0.022000002
0.0104001025,-0.16000001,0.018000001
0.010500103,-0.162,0.022000002
0.010600104,-0.16000001,0.022000002
0.010700105,-0.158,0.020000001
0.010800106,-0.16000001,0.020000001
0.010900107,-0.16000001,0.020000001
0.011000108,-0.164,0.018000001
0.011100109,-0.162,0.018000001
0.0112001095,-0.16000001,0.022000002
0.011300111,-0.162,0.022000002
0.011400112,-0.162,0.018000001
0.011500113,-0.16000001,0.020000001
0.0116001135,-0.162,0.018000001
0.011700115,-0.16000001,0.020000001
0.011800116,-0.162,0.020000001
0.011900117,-0.162,0.020000001
0.012000117,-0.16600001,0.014
0.012100119,-0.162,0.022000002
0.01220012,-0.162,0.020000001
0.012300121,-0.162,0.020000001
0.012400121,-0.162,0.020000001
0.012500123,-0.164,0.020000001
0.012600124,-0.162,0.020000001
0.012700125,-0.164,0.020000001
0.012800125,-0.164,0.020000001
0.012900126,-0.162,0.018000001
0.013000128,-0.162,0.018000001
0.013100129,-0.164,0.022000002
0.013200129,-0.164,0.022000002
0.01330013,-0.164,0.020000001
0.013400132,-0.164,0.018000001
0.013500133,-0.162,0.022000002
0.013600133,-0.164,0.018000001
0.013700134,-0.16600001,0.020000001
0.013800136,-0.16600001,0.020000001
0.013900137,-0.16600001,0.018000001
0.014000137,-0.164,0.018000001
0.014100138,-0.164,0.018000001
0.01420014,-0.16600001,0.018000001
0.014300141,-0.16600001,0.018000001
0.014400141,-0.15200001,0.024
0.014500142,-0.16800001,0.018000001
0.014600144,-0.16800001,0.016
0.0147001445,-0.162,0.024
0.014800145,-0.16600001,0.016
0.014900146,-0.16600001,0.018000001
0.015000147,-0.16600001,0.020000001
0.0151001485,-0.16800001,0.020000001
0.015200149,-0.16800001,0.014
0.01530015,-0.16600001,0.016
0.015400151,-0.16600001,0.020000001
0.0155001525,-0.17,0.014
0.015600153,-0.164,0.018000001
0.015700154,-0.16800001,0.018000001
0.015800156,-0.16600001,0.020000001
0.015900156,-0.16600001,0.018000001
0.016000157,-0.16800001,0.016
0.016100159,-0.162,0.020000001
0.016200159,-0.16600001,0.018000001
0.01630016,-0.16800001,0.018000001
0.01640016,-0.16600001,0.018000001
0.016500162,-0.16800001,0.016
0.016600164,-0.16800001,0.018000001
0.016700163,-0.16600001,0.018000001
0.016800165,-0.16600001,0.018000001
0.016900165,-0.16000001,0.018000001
0.017000167,-0.16600001,0.020000001
0.017100168,-0.16800001,0.018000001
0.017200168,-0.16800001,0.018000001
0.01730017,-0.16600001,0.018000001
0.017400172,-0.162,0.022000002
0.017500171,-0.16600001,0.020000001
0.017600173,-0.16600001,0.018000001
0.017700173,-0.172,0.014
0.017800175,-0.16800001,0.020000001
0.017900176,-0.16800001,0.018000001
0.018000176,-0.16800001,0.018000001
0.018100178,-0.16800001,0.018000001
0.01820018,-0.16800001,0.018000001
0.01830018,-0.17,0.018000001
0.018400181,-0.16600001,0.020000001
0.01850018,-0.164,0.020000001
0.018600183,-0.17,0.018000001
0.018700184,-0.17,0.016
0.018800184,-0.17,0.016
0.018900186,-0.162,0.024
0.019000186,-0.16800001,0.020000001
0.019100187,-0.16800001,0.020000001
0.019200189,-0.17,0.018000001
0.019300189,-0.16800001,0.020000001
0.01940019,-0.16600001,0.020000001
0.019500192,-0.17,0.018000001
0.019600192,-0.16800001,0.016
0.019700194,-0.17,0.020000001
0.019800194,-0.16800001,0.018000001
0.019900195,-0.16800001,0.020000001
0.020000197,-0.164,0.020000001
0.020100197,-0.17,0.020000001
0.020200199,-0.17,0.018000001
0.020300198,-0.16800001,0.020000001
0.0204002,-0.178,0.012
0.020500202,-0.16800001,0.018000001
0.020600202,-0.16800001,0.020000001
0.020700203,-0.17,0.018000001
0.020800205,-0.16800001,0.018000001
0.020900205,-0.16800001,0.020000001
0.021000206,-0.17,0.018000001
0.021100206,-0.17,0.020000001
0.021200208,-0.17400001,0.016
0.02130021,-0.17,0.018000001
0.02140021,-0.17,0.018000001
0.021500211,-0.17,0.018000001
0.021600213,-0.172,0.016
0.021700213,-0.16800001,0.018000001
0.021800214,-0.17,0.018000001
0.021900214,-0.17,0.018000001
0.022000216,-0.17400001,0.016
0.022100218,-0.172,0.018000001
0.022200217,-0.172,0.018000001
0.02230022,-0.16800001,0.018000001
0.022400219,-0.17400001,0.014
0.02250022,-0.172,0.018000001
0.022600222,-0.164,0.022000002
0.022700222,-0.172,0.018000001
0.022800224,-0.17,0.018000001
0.022900226,-0.172,0.018000001
0.023000225,-0.172,0.018000001
0.023100227,-0.17,0.018000001
0.023200227,-0.17,0.018000001
0.023300229,-0.17,0.016
0.02340023,-0.172,0.018000001
0.02350023,-0.16800001,0.020000001
0.023600232,-0.17,0.018000001
0.023700234,-0.17,0.018000001
0.023800233,-0.17,0.020000001
0.023900235,-0.172,0.018000001
0.024000235,-0.172,0.018000001
0.024100237,-0.17,0.020000001
0.024200238,-0.17,0.018000001
0.024300238,-0.17,0.018000001
0.02440024,-0.17,0.020000001
0.02450024,-0.17,0.018000001
0.024600241,-0.17,0.020000001
0.024700243,-0.16800001,0.020000001
0.024800243,-0.17,0.020000001
0.024900245,-0.17,0.018000001
0.025000246,-0.17,0.018000001
0.025100246,-0.172,0.016
0.025200248,-0.172,0.020000001
0.025300248,-0.16800001,0.022000002
0.02540025,-0.172,0.018000001
0.025500251,-0.178,0.018000001
0.02560025,-0.17,0.022000002
0.025700253,-0.17600001,0.016
0.025800252,-0.172,0.020000001
0.025900254,-0.17,0.020000001
0.026000256,-0.172,0.020000001
0.026100256,-0.17600001,0.018000001
0.026200257,-0.17,0.018000001
0.026300259,-0.172,0.018000001
0.026400259,-0.172,0.020000001
0.02650026,-0.17,0.018000001
0.02660026,-0.172,0.018000001
0.026700262,-0.16800001,0.020000001
0.026800264,-0.16800001,0.022000002
0.026900264,-0.17400001,0.018000001
0.027000265,-0.17,0.020000001
0.027100267,-0.172,0.018000001
0.027200267,-0.17600001,0.014
0.027300268,-0.17,0.018000001
0.027400268,-0.17,0.018000001
0.02750027,-0.17600001,0.014
0.027600272,-0.172,0.018000001
0.027700271,-0.178,0.016
0.027800273,-0.172,0.018000001
0.027900273,-0.17,0.018000001
0.028000275,-0.17600001,0.014
0.028100276,-0.172,0.016
0.028200276,-0.17400001,0.018000001
0.028300278,-0.178,0.016
0.02840028,-0.172,0.018000001
0.02850028,-0.172,0.016
0.028600281,-0.172,0.018000001
0.028700281,-0.17400001,0.018000001
0.028800283,-0.17,0.018000001
0.028900284,-0.172,0.016
0.029000284,-0.178,0.014
0.029100286,-0.17600001,0.018000001
0.029200288,-0.178,0.014
0.029300287,-0.17600001,0.014
0.029400289,-0.172,0.018000001
0.029500289,-0.17600001,0.014
0.02960029,-0.17400001,0.016
0.029700292,-0.17,0.020000001
0.029800292,-0.17600001,0.014
0.029900294,-0.18200001,0.010000001
0.030000294,-0.172,0.020000001
0.030100295,-0.17600001,0.016
0.030200297,-0.172,0.016
0.030300297,-0.172,0.018000001
0.030400299,-0.17600001,0.018000001
0.0305003,-0.17600001,0.016
0.0306003,-0.17400001,0.016
0.030700302,-0.18400002,0.008
0.030800302,-0.172,0.016
0.030900303,-0.17400001,0.016
0.031000305,-0.178,0.014
0.031100305,-0.17400001,0.012
0.031200306,-0.17400001,0.018000001
0.031300306,-0.17600001,0.016
0.031400308,-0.18,0.014
0.03150031,-0.17600001,0.012
0.03160031,-0.17600001,0.014
0.03170031,-0.17400001,0.018000001
0.03180031,-0.17600001,0.014
0.031900313,-0.17,0.020000001
